ID,Age,Gender,Experience_years,Species,Experience,Hunch,Glance,Apaja,Familiar,Delicious,Protect,Parents,Grandparents,OtherRelatives,Books,Internet,Course,Other,FunHobby,Food,ResearchOrScience,Relax,NatureExperience,Exercise,SocialActivity,SpeciesPicture1,SpeciesPicture2,Heuristics,Reported_Heuristics1,Reported_Heuristics2,Reported_Heuristics3
275,48,F,20,2,4,4,4,4,4,2,4,x,,,x,,,,x,x,,x,x,x,x,Russula Lactarius GypsyMushroom  FunnelChanterelle HeraldOfTheWinter Leccinum,Chanterelle,3,Pick  Whole Sources,,Kosteus
276,46,F,25,4,4,5,4,5,5,2,2,x,x,,x,,,,x,x,,x,x,x,x,Bolete AlbatrellusOvinus Chanterelle HornOfPlenty FunnelChanterelle,Russula  Cantharellus  Bolete  Chanterelle  Lactarius,5,Pick,,
277,42,M,14,6,5,4,4,4,2,2,1,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle Chanterelle Bolete Russula,Bolete  Russula  Lactarius,2,Pick,Pick,Kosteus
278,44,F,2,1,1,4,1,3,5,1,4,x,,,x,x,,,x,,,,,,,FunnelChanterelle,,1,Pick,BoleteSafe,
279,31,F,7,4,2,4,4,5,4,2,3,,x,,x,x,,,x,x,,x,x,,,Porcini Chanterelle Lactarius,,5,Pick,Poisonous,Pine
280,29,Other,19,10,4,5,4,5,4,1,4,,x,,x,x,,,x,x,,x,x,x,x,Lactarius Bolete FunnelChanterelle,Chanterelle  Bolete,4,Pick,Milk White ,Familiar
281,31,F,8,2,2,2,4,5,5,4,5,x,x,,x,,,,x,x,,x,x,x,x,Chanterelle FunnelChanterelle HornOfPlenty Lactarius,Chanterelle  Lactarius  Bolete,5,Pick,,
282,39,F,10,3,2,4,3,2,4,3,3,,,,,,,x,x,x,,x,x,,x,Bolete,,3,Pick,,
283,58,F,50,6,4,4,4,5,4,4,2,x,,,x,,,,,x,,x,x,,,FunnelChanterelle Porcini Leccinum HygrophorusCamarophyllus HornOfPlenty Russula Lactarius AlbatrellusOvinus SweetTooth,Chanterelle  Bolete ParasolMushroom,4,White Pick One,,Old Path
284,59,F,15,3,2,4,4,4,4,4,3,x,,,x,,,x,x,x,,x,x,x,,FunnelChanterelle Chanterelle Russula,Bolete,4,,Pick,
285,32,F,27,3,4,2,4,5,5,1,5,x,,,x,,,,x,x,,x,x,x,x,Chanterelle Bolete Lactarius FunnelChanterelle AlbatrellusOvinus,Russula ,2,,,
286,54,M,21,4,4,5,4,5,5,5,3,,,,,,x,,x,x,,,,,,FunnelChanterelle,Lactarius,5,,,Familiar
287,69,M,60,4,5,2,4,4,4,1,4,x,,,x,x,,,x,x,,x,x,x,,Russula Bolete Chanterelle GypsyMushroom,Bolete  Russula  Lactarius ,5,Sound Pick,,Familiar
288,39,M,24,4,5,4,4,4,2,2,3,x,,,x,,,x,x,x,,,x,,x,SweetTooth Porcini FunnelChanterelle CrabBrittlegill,Chanterelle  ParasolMushroom  Leccinum  Russula,1,Senses  Eat,Lookalike,
289,65,F,50,4,4,5,4,5,5,4,5,x,,,,,,,x,x,,x,,,,FunnelChanterelle Russula,Chanterelle,5,,Pick,
290,55,F,30,1,5,5,3,1,4,4,1,x,x,,x,,x,,x,x,,x,x,x,,Lactarius FunnelChanterelle,Chanterelle  Bolete ,4,Milk BoleteSafe Familiar Pick,,
291,62,M,58,5,5,5,5,4,4,2,4,,x,,x,x,,,x,x,,x,,x,x,Bolete Cantharellus AlbatrellusOvinus HornOfPlenty Hydnum,Lactarius  Bolete  Agaricus  Chanterelle,5,Separate Unidentified,White Sources,Morel FunnelSlope Chanterelle
292,57,F,2,4,1,4,4,2,4,4,4,x,,,x,,,x,x,x,,,,,x,FunnelChanterelle AlbatrellusOvinus,,4,Pick,Sources,Familiar
293,55,F,30,3,3,5,5,5,5,2,5,,,,x,,,x,x,x,,x,x,,,FunnelChanterelle Chanterelle Hydnum Bolete HornOfPlenty,Bolete,4,Pick,Pick,FunnelMoss FunnelSpruce
294,57,F,32,3,4,2,4,5,2,1,1,x,,,,,,,x,,,x,x,x,,FunnelChanterelle HornOfPlenty,Coprinus ,2,Poisonous,Poisonous,
297,57,F,25,4,4,4,2,5,4,2,5,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle Bolete Chanterelle GypsyMushroom,,4,Tell Equipment Pick,,
298,60,F,52,6,5,5,5,5,4,1,4,x,x,,,,,,x,x,,x,x,x,x,HornOfPlenty Chanterelle FunnelChanterelle,Bolete,1,Milk,,Morel FunnelMoss
299,35,F,5,2,1,2,2,5,4,2,1,,,,x,,,x,x,x,,x,x,,,Bolete FunnelChanterelle,GyromitraEsculenta ,5,Eat Sources ,Sources Eat,
300,56,F,20,9,5,4,4,3,2,1,3,x,,,x,,,,x,x,,x,x,x,,Chanterelle FunnelChanterelle Russula Bolete Lactarius GypsyMushroom,HornOfPlenty  Bolete,5,Pick Milk Equipment,Pick,Familiar Similar
301,37,F,2,3,2,3,2,5,3,1,3,,,,x,x,,,,x,,,x,x,,,Chanterelle ,3,Pick,,
302,35,F,6,5,4,4,4,2,2,2,4,,,,x,x,,x,x,x,,x,x,x,x,FunnelChanterelle AlbatrellusOvinus Lactarius Bolete,Chanterelle  Bolete,4,Equipment,Poisonous,
303,23,F,10,2,4,5,5,5,4,2,4,x,,,x,,,,x,x,,x,x,,x,FunnelChanterelle Porcini  HygrophorusCamarophyllus,Chanterelle ,5,Pick Equipment,Pick Sources,Chanterelle FunnelMoss
304,27,F,8,3,4,4,4,5,5,2,4,,,x,x,,,,x,x,,x,,,,FunnelChanterelle Chanterelle,,5,Pick,,FunnelMoss
305,27,F,5,2,4,5,5,4,4,2,3,,x,,,,x,,x,x,,x,x,x,x,Bolete FunnelChanterelle HornOfPlenty TerracottaHedgehog SweetTooth,Chanterelle ,4,Pick,Pick Webcap ,Familiar Old
306,34,F,12,3,2,4,2,4,4,1,1,x,,,x,x,,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,3,,,
307,46,F,5,2,2,4,1,2,5,1,3,x,,,x,,,,x,x,,x,,x,,FunnelChanterelle,Lactarius,5,Pick,,
308,64,M,44,5,5,4,4,4,3,1,1,,,,x,x,,x,x,x,x,x,x,x,,FunnelChanterelle VelvetBolete Leccinum,YellowSwampRussula  RussulaDecolorans  Leccinum  Chanterelle  SheathedWoodtuft,2,,White ,Rufous
309,66,F,50,2,3,5,4,5,4,3,4,,,x,,,,,x,x,,,x,x,,Bolete Chanterelle GyromitraEsculenta Lactarius AlbatrellusOvinus,Chanterelle,1,Pick Poisonous,Pick Milk Ring,Kosteus Mossy
310,59,F,10,4,4,4,4,5,3,3,2,,,,,,,x,,,,x,x,x,,FunnelChanterelle,Chanterelle,5,,Pick,
311,55,F,35,5,5,5,5,5,2,1,5,,,,x,x,x,,x,x,,x,x,x,,FunnelChanterelle Bolete CurryMilkcap AlbatrellusOvinus,Bolete,4,Pick Unidentified,Smell Milk Sponge,
312,33,F,8,5,4,4,4,3,5,2,3,,,,x,x,x,,x,x,,x,x,,,FunnelChanterelle HygrophorusCamarophyllus Russula LactariusRufus,Chanterelle  Russula,3,Eat ,Milk Bulb,
313,65,F,33,4,4,4,4,1,2,1,5,x,,,x,x,,x,x,x,,,x,,,SweetTooth HornOfPlenty HygrophorusCamarophyllus FunnelChanterelle HeraldOfTheWinter HypholomaCapnoides,Chanterelle ,5,White Whole Terrain Sources,White Milk ,
314,46,F,40,8,5,4,4,5,4,2,4,x,x,x,x,x,,,x,x,,x,x,x,,AlbatrellusOvinus FunnelChanterelle Lactarius CurryMilkcap HygrophorusCamarophyllus Chanterelle HornOfPlenty,Chanterelle  ParasolMushroom ,4,,Milk,
315,54,F,20,3,5,4,4,5,4,2,2,x,,x,x,,,,x,x,,x,x,x,x,Porcini AlbatrellusOvinus,Chanterelle Bolete WoollyMilkcap,4,Pick,White,Chanterelle
316,32,F,7,5,4,4,4,4,3,2,5,,,,x,,,x,,x,x,,x,,,Cantharellus HornOfPlenty Porcini AlbatrellusOvinus Hydnum Russula Lactarius,Chanterelle  Lactarius   Leccinum Russula ,3,Equipment Tell,None Pick,
317,70,F,60,4,5,4,5,5,5,2,1,x,x,,x,,,,x,x,,,,,,LactariusTrivialis FunnelChanterelle SurpriseWebcap,Chanterelle,5,Pick,Milk,
318,45,F,10,3,4,4,4,5,4,2,5,,,,x,x,x,x,x,x,,x,x,x,x,FunnelChanterelle Chanterelle Bolete Russula AlbatrellusOvinus,WoollyMilkcap,5,White Milk Pick Equipment,Sources,Old Mossy Sloped
319,59,M,40,5,5,5,4,4,4,4,3,x,,x,x,,,,x,x,,x,x,,x,FunnelChanterelle,Bolete,4,Pick,Pick,
320,45,F,27,2,4,4,4,4,2,2,3,x,,,,,,,,x,,x,x,,,FunnelChanterelle SweetTooth AlbatrellusOvinus,GrassGreenRussula,3,,Pick,Morel
321,59,F,50,10,4,4,4,5,4,1,2,x,,,x,x,,x,x,x,,x,x,x,,FunnelChanterelle Hydnum AlbatrellusOvinus HornOfPlenty Porcini Russula Lactarius Marasmius HypholomaCapnoides Ramaria Polyporaceae,Russula  WoollyMilkcap Leccinum  SheathedWoodtuft Chanterelle  BirchPolypore ,5,Pick,Pick,Familiar
322,62,F,55,5,5,4,4,5,4,1,2,x,,x,x,x,,x,x,x,x,x,x,x,x,FalseSaffronMilkcap UglyMilkcap LactariusRufus WoollyMilkcap VelvetBolete Porcini FunnelChanterelle HornOfPlenty SweetTooth Chanterelle GyromitraEsculenta HygrophorusCamarophyllus AlbatrellusOvinus,Chanterelle  YellowSwampRussula  Agaricus  LactariusTrivialis  GypsyMushroom  UglyMilkcap ,5,Milk Eat,Milk Sponge,Old FunnelMoss FunnelSpruce Chanterelle Familiar
323,48,F,20,3,4,5,4,3,4,2,2,x,,,x,,,,x,x,,x,x,,,Russula LactariusRufus FunnelChanterelle,Chanterelle  GrassGreenRussula  Bolete,5,Pick One ,Pick Sources ,Chanterelle Pine FunnelSpruce Path Sloped
324,46,F,12,4,4,4,4,5,5,2,1,,,,x,,,x,x,x,,x,x,x,x,Bolete FunnelChanterelle,Morel,4,Pick,Sources,
325,52,F,30,3,5,5,5,5,5,1,1,x,x,,x,,,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,5,Pick,,
326,54,M,45,3,5,5,4,3,4,3,2,x,,,x,,,,x,x,,x,x,x,x,Porcini FlatBulb ScalyWoodMushroom FunnelChanterelle Chanterelle HornOfPlenty GypsyMushroom AlbatrellusOvinus SweetTooth TerracottaHedgehog YellowSwampRussula RussulaVinosa BareToothedRussula RussulaPaludosa RussulaDecolorans RussulaVinosa RamariaFlava ClusteredCoral LactariusTrivialis LactariusRufus UglyMilkcap,Chanterelle  OrangeBirchBolete  BoletusBetulicola  GrassGreenRussula  BirchWebcap  TheMiller  WoollyMilkcap,5,Pick,,Path Sloped
327,70,M,50,3,4,4,2,2,4,2,3,x,,,,,,,x,,,,,,,Porcini Chanterelle LactariusTrivialis,WoollyMilkcap Russula,4,Pick,Pick,Morel
328,57,F,20,10,4,4,2,4,5,1,4,x,,,x,,,,x,,,x,,,,Bolete FunnelChanterelle Lactarius,Chanterelle  Leccinum  WoollyMilkcap,4,Pick,Pick,
329,69,F,60,4,5,4,4,4,4,2,4,x,,,x,,,,x,x,,x,x,x,,FunnelChanterelle, Bolete  Chanterelle,4,Pick,,
330,53,F,30,3,2,4,4,5,2,1,4,,,x,,,,,x,x,,x,x,,,Bolete FunnelChanterelle HornOfPlenty Lactarius,Chanterelle  Bolete FunnelChanterelle,4,Pick,White Milk ,Chanterelle FunnelMoss
331,36,Other,30,12,5,5,4,1,1,1,4,x,,,x,x,,,x,x,x,x,x,x,x, FunnelChanterelle TawnyGrisette HornOfPlenty HygrophorusCamarophyllus HoodedFalseMorel HypholomaCapnoides SlimySpikeCap Chanterelle,SaffronRinglessAmanita  YellowSwampRussula  GrassGreenRussula  Chanterelle  RoughStemmedBolete  WoollyMilkcap  UglyMilkcap ,4,Knife Eat  Clean ,Milk White BoleteSafe ,
332,54,F,30,4,5,4,4,5,4,2,3,x,,,x,,,,x,x,,x,x,,,FunnelChanterelle,Chanterelle,4,Pick Poisonous,,
333,48,F,5,2,2,4,4,4,4,2,2,x,,,,x,,,x,,,,x,x,x,Lactarius,,3,Pick,Milk,
334,52,F,15,20,4,3,3,2,2,2,1,x,,,x,,,,x,,x,x,x,x,,FunnelChanterelle Otidea Webcap,,4,Pick,Sources,
335,46,F,23,4,5,4,4,5,5,2,4,x,,,,,,,x,x,,x,,,,FunnelChanterelle Chanterelle,Bolete,2,Pick,,
336,49,F,40,2,4,5,4,5,3,4,3,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle AlbatrellusOvinus Lactarius,,4,Pick Lost,Sources Pick,
337,22,F,7,1,4,4,5,5,4,4,4,,x,x,x,x,,,x,,,x,x,x,,Chanterelle LactariusTrivialis Bolete,Lactarius Russula ,4,Pick Familiar Lost Equipment,Smell Sponge Terrain Sources,
338,29,F,10,10,4,4,4,2,4,3,2,x,x,x,x,x,,,x,x,,x,x,x,x,Porcini Leccinum LactariusRufus HornOfPlenty FunnelChanterelle,WoollyMilkcap  Chanterelle  AlbatrellusOvinus  Russula ,4,Familiar Equipment Alone,Pick  Milk,Cluster
339,50,F,40,3,4,4,4,5,4,2,4,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle  HornOfPlenty  Lactarius  Russula,4,,Smell Terrain,
340,48,F,5,2,5,4,5,5,4,5,3,,,,,,,x,,x,,x,x,x,,Russula LactariusRufus Bolete,,5,,,
341,56,F,18,2,5,4,2,4,4,2,5,,,,x,,,,x,x,,x,,,,Porcini FunnelChanterelle,Chanterelle Lactarius,4,Pick Clean Separate,,Old Sloped Path
342,32,F,24,1,4,4,2,4,4,4,5,x,,,,x,,,,x,,,,,x,FunnelChanterelle,,4,Pick Senses White Poisonous Milk,,Kosteus
343,62,F,40,4,4,4,4,5,4,4,5,x,,,x,,,,x,x,,,x,,,Chanterelle FunnelChanterelle Bolete,Chanterelle,4,Pick,Pick,FunnelMoss
344,29,M,15,12,4,2,4,1,2,2,2,x,x,,x,x,x,,x,x,x,,,,x,HornOfPlenty FunnelChanterelle HygrophorusCamarophyllus AlbatrellusOvinus  SlimySpikeCap RamariaBoreimaxima Polyporaceae PhellinusFerrugineofuscus PhlebiaCentrifuga Fuscoporia,Hygrophoraceae Bolbitius  Roundheads Inocybe  Entoloma Bolete Corticium Bolete  Russula ParasolMushroom,2,Eat,None,
345,35,F,10,3,4,5,2,5,5,5,5,,,,,,,x,x,x,,x,x,x,,Bolete Chanterelle,,4,Pick,,Familiar
346,50,F,10,2,2,2,2,5,4,1,1,,,,x,,,,x,x,,,x,x,,FunnelChanterelle Chanterelle,Bolete,4,White Pick,White,Chanterelle
347,58,M,50,4,3,4,4,4,5,1,3,x,,,x,,,,x,x,,x,x,x,,FunnelChanterelle Chanterelle WoollyMilkcap,Russula  HornOfPlenty  Porcini,4,,Milk Pick,Familiar
348,63,F,53,3,4,4,5,5,4,4,5,x,,,x,x,,,x,x,,x,x,x,,Bolete Lactarius Hydnum AlbatrellusOvinus FunnelChanterelle,Chanterelle  PestlePuffball  GrassGreenRussula YellowSwampRussula  SheathedWoodtuft,5,Pick Equipment Separate Knife,Pick One,
349,60,F,35,4,4,5,5,4,3,4,5,x,,,x,x,,,x,x,,x,x,x,,Bolete FunnelChanterelle Lactarius,Bolete  Chanterelle,5,Pick,Pick Milk Sponge,Mossy
350,43,F,6,6,1,4,4,4,4,2,4,,x,,x,x,,,x,x,,x,x,x,,FunnelChanterelle,,5,Pick Tell,Milk White ,FunnelSlope FunnelMoss Cluster Chanterelle Rufous
351,56,F,42,4,5,4,5,5,3,2,5,,,,x,,,,x,x,,x,x,,,FunnelChanterelle AlbatrellusOvinus SheepPolypore Bolete HornOfPlenty GypsyMushroom,Agaricus  Chanterelle  OrangeBirchBolete,5,Separate Sources ,Bulb,
352,52,F,30,5,4,5,4,3,5,2,4,x,,,,,,,x,x,,x,x,x,,Bolete FunnelChanterelle Lactarius Russula,Chanterelle,4,Pick Separate ,,Familiar
353,38,F,25,4,4,4,5,5,4,1,3,x,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Polyporaceae Russula Bolete,Chanterelle,4,Unidentified,,Instinct
354,47,F,35,5,5,4,4,4,4,2,5,x,,,,,,,x,x,,x,x,x,,Russula Lactarius,Bolete Chanterelle,4,Pick,White,
355,62,F,56,8,5,4,4,3,4,2,2,x,,,x,,,,x,x,,x,x,x,,Russula Bolete,Chanterelle ,4,Pick Separate One,None,
356,40,M,15,2,2,4,4,2,4,3,4,,,,x,x,,x,x,,,x,x,x,,FunnelChanterelle,Chanterelle  Bolete,3,Pick,Sources,
357,52,M,20,3,4,4,4,4,4,4,3,x,,,x,x,,,x,x,,x,x,x,,FunnelChanterelle Bolete HornOfPlenty Russula Chanterelle HygrophorusCamarophyllus HypholomaCapnoides Lactarius,Bolete  Chanterelle  Morel  Russula ,4,Pick,Milk,
358,51,M,10,2,2,4,4,4,4,4,3,,,,x,,,,x,x,,x,x,x,,Lactarius,,4,Pick,Pick,Mossy
359,63,M,1,3,2,4,3,3,2,3,3,x,,,,,,,x,x,,,x,x,,FunnelChanterelle,Lactarius,4,Pick,,
360,50,F,30,4,4,4,2,4,3,2,4,,x,,,,,,,x,,,x,,x,AlbatrellusOvinus HornOfPlenty Russula FunnelChanterelle Lactarius Chanterelle,Chanterelle Lactarius,4,Pick Clean Terrain,Milk Smell White,
361,53,M,30,7,4,4,4,5,4,1,3,x,,x,x,x,,,x,x,,x,x,x,,FunnelChanterelle Lactarius HornOfPlenty GypsyMushroom Porcini,SheathedWoodtuft Chanterelle UglyMilkcap GrassGreenRussula Armillaria,4,Pick BoleteSafe Milk,,
362,40,F,10,3,2,4,4,5,4,1,2,x,x,,x,,x,,x,x,,x,x,,x,Bolete,Chanterelle,4,Pick,Sponge Milk,
363,40,F,34,3,4,5,3,5,4,3,2,x,,,x,,,x,,,,x,x,,,LactariusRufus Porcini GypsyMushroom,GrassGreenRussula,5,Pick Clean Familiar,Pick,Kosteus
364,28,F,5,1,2,4,4,4,3,3,3,x,,x,,x,,,x,x,,,x,,,FunnelChanterelle,,3,Pick,Pick,
365,51,F,4,3,2,5,5,5,5,1,1,,,,x,x,,,x,x,,,x,,,FunnelChanterelle HornOfPlenty,Chanterelle,4,Pick,Poisonous Milk,Sloped Familiar
366,27,M,5,4,4,4,4,4,2,4,3,x,x,,,,x,,x,x,,,,x,x,FunnelChanterelle,Bolete,5,Eat Equipment,Webcap Milk,
367,69,F,50,5,4,5,4,5,4,2,5,x,,x,x,x,,x,x,x,,x,x,x,x,FunnelChanterelle AlbatrellusOvinus Russula,Chanterelle  OrangeBirchBolete  Russula,5,Pick Sound Tell,Milk Pick,Sloped Path FunnelMoss
368,48,M,40,4,5,5,5,5,4,2,5,x,,,,,,,,x,,,x,,,Porcini,Chanterelle,5,,,
369,40,F,8,3,4,4,5,4,3,2,3,x,,,,,,,x,x,,x,x,x,x,Bolete Hydnum FunnelChanterelle Chanterelle Russula HornOfPlenty,Bolete Chanterelle,4,Pick,,Mossy FunnelSlope Cluster
370,34,M,2,3,2,4,4,5,3,4,4,x,,,,x,,,x,,,x,x,,,HornOfPlenty Chanterelle Bolete,,2,Pick,White,
371,52,F,10,5,2,4,3,4,5,3,4,,,,x,,,,x,x,,x,x,x,,FunnelChanterelle,Bolete,3,Pick,White Red,
372,63,F,57,6,4,4,5,2,2,1,5,x,x,,,,,,,,,x,,,,AlbatrellusOvinus Russula FunnelChanterelle HornOfPlenty Chanterelle,Chanterelle  WoollyMilkcap  Leccinum,5,Pick,BoleteSafe White,Chanterelle Rufous
373,46,F,30,2,5,5,5,5,4,2,2,x,,,,,,,x,x,,x,x,,,FunnelChanterelle Porcini Chanterelle Lactarius AlbatrellusOvinus,Chanterelle  SlipperyJack,4,Pick Clean Lost ,Sources Smell,
374,55,F,15,4,4,5,4,5,4,1,4,x,,,x,,,,,x,,x,x,x,,FunnelChanterelle HornOfPlenty AlbatrellusOvinus,Chanterelle Cantharellus Hydnum Lactarius,4,Pick,Milk,
375,30,F,10,3,4,4,2,3,2,2,1,x,x,,x,x,,,x,x,,,x,,x,FunnelChanterelle,Bolete,2,Eat,,
376,54,F,45,5,4,4,4,4,4,1,1,,,x,,,,,x,x,,x,,x,,Porcini FunnelChanterelle,Chanterelle  Bolete,4,Pick,Pick,
377,52,F,10,2,4,4,4,5,4,2,3,,,x,x,,x,,,x,,x,,,,FunnelChanterelle HornOfPlenty Lactarius,Chanterelle,4,Sound Tell Equipment,,
378,66,F,30,4,4,4,4,5,4,4,5,x,,,x,x,,x,x,x,,x,x,x,,Chanterelle HornOfPlenty Russula GypsyMushroom,WoollyMilkcap  Bolete  LactariusTrivialis,4,Pick Separate Sources White Senses Poisonous,White Milk,
379,56,F,40,2,5,5,4,5,4,2,4,x,,,,,,,x,,,x,,,,Chanterelle FunnelChanterelle HornOfPlenty Porcini,,5,Pick,,Chanterelle Path
380,59,M,49,12,5,5,4,4,4,1,5,,,,x,x,,,x,x,x,x,x,x,,RussulaPaludosa RussulaDecolorans GypsyMushroom FunnelChanterelle Porcini,Bolete  Chanterelle  HornOfPlenty Russula  Bolete ,1,,None,
381,56,F,20,2,4,4,4,4,4,2,4,x,,,,,,,x,x,,x,x,x,,Bolete HornOfPlenty,,3,,,Chanterelle
382,60,F,42,5,4,4,3,4,4,4,2,x,,,x,,,,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle  WoollyMilkcap,4,Tell,Milk Sponge,
383,39,Other,20,6,4,4,4,4,3,2,4,x,,,x,x,,,x,x,,x,x,x,,Lactarius Russula Bolete FunnelChanterelle Chanterelle Hydnum,Russula,4,Sources Equipment Tell Sound Separate,Sources,Sloped Familiar
384,55,F,30,5,4,2,4,4,5,4,2,x,,,,,,,x,x,,x,x,x,,Bolete Lactarius  LactariusRufus Hydnum,Chanterelle ,5,Pick,Sources Pick,Chanterelle Rufous
385,53,F,11,2,4,4,2,4,5,5,4,,,x,,,,,,,,x,x,,,FunnelChanterelle HornOfPlenty,Chanterelle,2,Pick One,White,
386,46,F,26,4,4,4,4,4,5,5,1,,,,,,,x,x,x,,,x,x,,FunnelChanterelle Hydnum Lactarius Porcini,Chanterelle  OrangeBirchBolete,4,Pick Familiar Tell,Sponge Milk,
387,29,M,4,3,4,2,3,4,4,2,5,x,,,x,x,,,x,x,x,,,,,FunnelChanterelle Porcini RussulaVinosa HypholomaCapnoides,Chanterelle  ParasolMushroom  OrangeBirchBolete ,2,Pick,None,
388,72,F,50,5,4,4,4,5,5,1,4,,,,x,,,,x,,,x,x,,,Chanterelle HornOfPlenty,Chanterelle  Lactarius,3,,,
389,43,F,15,3,4,4,4,5,4,4,5,x,,,x,x,,,x,x,,x,x,x,,Porcini Leccinum Russula FunnelChanterelle Chanterelle GypsyMushroom AlbatrellusOvinus,Chanterelle,5,Pick,Eat,
390,64,F,40,3,5,5,5,5,4,1,5,x,,,,,,,,x,,,x,,,Lactarius,Chanterelle,4,Equipment,Milk,
391,43,F,17,3,4,5,5,2,4,1,4,x,,,,,,x,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty LactariusTrivialis Porcini FalseSaffronMilkcap HygrophorusCamarophyllus GypsyMushroom AlbatrellusOvinus,WoollyMilkcap  Chanterelle  Porcini  OrangeBirchBolete,4,Separate,Milk,FunnelSpruce FunnelSlope Chanterelle Rufous
392,39,F,5,4,2,4,3,4,3,1,3,x,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Lactarius,,4,Pick Senses,Poisonous Lookalike,
393,58,F,10,3,2,2,2,4,5,2,2,,,,x,,,x,,x,,x,x,,,FunnelChanterelle,WoollyMilkcap,4,Pick,,
394,30,M,3,4,2,3,2,3,4,2,3,,,,,,,x,x,,,,,,,,,3,,,
395,56,F,30,3,2,4,3,4,4,3,3,,,,x,x,,x,x,,,x,x,,,HornOfPlenty FunnelChanterelle,Chanterelle,4,Pick Unidentified,Milk Bulb,Chanterelle FunnelSpruce Morel
396,70,F,50,3,4,5,4,4,5,1,2,x,,,x,,x,,x,x,,x,x,x,,Lactarius Bolete,Chanterelle,5,Pick,White,
397,36,F,33,6,5,5,5,4,2,1,3,x,x,,x,,x,,x,x,,x,x,x,x,FunnelChanterelle LactariusRufus Porcini Hydnum,OrangeBirchBolete  Chanterelle  SheathedWoodtuft,5,White Milk Senses,,Chanterelle Morel
398,71,F,50,2,4,4,4,4,4,4,5,x,,,x,,x,,x,x,,x,x,x,x,PineBolete  LactariusRufus,Chanterelle ,5,Pick,Lookalike Smell,Familiar
399,51,F,35,8,5,5,5,5,2,1,2,x,x,,x,,,,x,x,,x,x,x,,FunnelChanterelle Chanterelle HornOfPlenty AlbatrellusOvinus,Bolete Lactarius,5,Pick Equipment,White Smell,
400,52,F,15,3,2,5,4,5,5,1,2,,,,,,,x,,x,,x,,,,FunnelChanterelle,Chanterelle  Russula,1,Pick,,FunnelMoss FunnelSlope Chanterelle
401,47,F,10,4,4,4,4,4,4,2,2,,,,x,,,x,x,,,x,x,x,x,Chanterelle Bolete FunnelChanterelle,Bolete  Russula,5,Pick Familiar,,Similar Familiar
402,52,F,30,4,5,5,4,4,4,2,2,x,,,x,x,x,x,x,x,,x,x,,,Chanterelle FunnelChanterelle HornOfPlenty Lactarius Hydnum HypholomaCapnoides,Bolete  Lactarius  SheathedWoodtuft  Russula  ,4,Pick Clean Equipment,White Poisonous,
403,55,F,10,4,5,5,5,2,2,2,3,x,,,x,x,,,x,x,,x,,x,,Russula Lactarius  Chanterelle HornOfPlenty FunnelChanterelle ,Chanterelle,4,Milk Unidentified Lost Senses,,Familiar
404,66,F,55,5,5,4,4,4,4,2,3,x,,,x,x,,,x,x,,x,,,,GypsyMushroom AlbatrellusOvinus Porcini Charbonnier HornOfPlenty,Agaricus  Leccinum  Russula,3,Senses,BoleteSafe Smell,
405,41,F,6,5,4,4,4,4,4,2,1,,,,x,x,,x,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty LactariusRufus,Bolete Chanterelle WoollyMilkcap,4,Milk Tell Equipment Pick,Milk Bulb,FunnelMoss FunnelSpruce Cluster Rufous
406,36,F,10,2,4,4,4,4,4,3,4,x,x,,x,x,x,,x,x,,x,x,,,FunnelChanterelle FalseSaffronMilkcap AlbatrellusOvinus SweetTooth,Leccinum  Lactarius,4,Eat,White Webcap,
407,50,M,3,3,2,4,2,4,4,4,2,,,,x,x,,,,x,,x,x,x,,FunnelChanterelle GypsyMushroom HygrophorusCamarophyllus,HornOfPlenty  Chanterelle,4,,,
408,59,F,10,4,4,4,4,2,4,2,3,,,x,x,,,,x,x,,x,,x,x,FunnelChanterelle Bolete,Chanterelle,3,Pick,,
409,64,F,54,10,4,4,3,5,4,2,2,x,,,x,,,x,x,x,,x,x,x,x,Lactarius FunnelChanterelle Chanterelle Bolete HornOfPlenty AlbatrellusOvinus,Chanterelle  Bolete,4,Lost,Milk White,
410,61,F,38,7,5,4,4,4,4,2,4,x,x,,x,,,,x,x,,x,,x,,Lactarius Chanterelle FunnelChanterelle Bolete,Leccinum  Chanterelle,3,Pick Unidentified,Milk,Instinct
411,46,F,18,4,4,4,4,4,4,2,1,x,x,,x,,,x,x,x,,x,,,,FunnelChanterelle Chanterelle Lactarius AlbatrellusOvinus HornOfPlenty,Chanterelle,4,Pick,,
412,60,F,30,3,4,4,4,4,4,1,1,x,,,,,,,x,,,x,x,,,Chanterelle FunnelChanterelle,,4,White,,
